Breed,FCI,GroupId,GroupName,SectionId,SectionName,VarietyCode,VarietyName,URL
LAPINPOROKOIRA - PASTORE FINLANDESE DELLA LAPPONIA,284,5,CANI TIPO SPITZ E TIPO PRIMITIVO,3,CANI NORDICI DA GUARDIA E DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/lapinporokoira-pastore-finlandese-della-lapponia
LABRADOR RETRIEVER,122,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/labrador-retriever
LAGOTTO ROMAGNOLO,298,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,,,https://www.enci.it/libro-genealogico/razze/lagotto-romagnolo
LHASA APSO,227,9,CANI DA COMPAGNIA,5,CANI DEL TIBET,,,https://www.enci.it/libro-genealogico/razze/lhasa-apso
LEVRIERO AFGANO,228,10,LEVRIERI,1,LEVRIERI A PELO LUNGO O FRANGIATO,,,https://www.enci.it/libro-genealogico/razze/levriero-afgano
LEVRIERO POLACCO,333,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/levriero-polacco
MINIATURE AMERICAN SHEPHERD,367,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/miniature-american-shepherd
MUDI,238,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/mudi
MASTIFF,264,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/mastiff
MASTINO DEI PIRENEI,092,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/mastino-dei-pirenei
MASTINO NAPOLETANO,197,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/mastino-napoletano
MASTINO SICILIANO/CANE DI MANNARA,903,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/mastino-siciliano-cane-di-mannara
MASTINO SPAGNOLO,091,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/mastino-spagnolo
MANCHESTER TERRIER,071,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/manchester-terrier
MALTESE,065,9,CANI DA COMPAGNIA,1,BICHONS E AFFINI,,,https://www.enci.it/libro-genealogico/razze/maltese
MAGYAR AGAR,240,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/magyar-agar
NORFOLK TERRIER,272,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/norfolk-terrier
NORWICH TERRIER,072,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/norwich-terrier
NORBOTTENSPETS,276,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/norbottenspets
NORSK ELGHUND GRIGIO,242,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/norsk-elghund-grigio
NORSK ELGHUND NERO,268,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/norsk-elghund-nero
NORSK LUNDEHUND,265,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/norsk-lundehund
NORSK BUHUND,237,5,CANI TIPO SPITZ E TIPO PRIMITIVO,3,CANI NORDICI DA GUARDIA E DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/norsk-buhund
NOVA SCOTIA DUCK TOLLING RETRIEVER,312,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,1,CANI DA RIPORTO,,,https://www.enci.it/libro-genealogico/razze/nova-scotia-duck-tolling-retriever
OLD ENGLISH SHEEPDOG,016,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/old-english-sheepdog
OTTERHOUND,294,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/otterhound
PASTORE DELLA LESSINIA E DEL LAGORAI,907,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/pastore-della-lessinia-e-del-lagorai
PASTORE SVIZZERO BIANCO,347,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/pastore-svizzero-bianco
PASTORE TEDESCO,166,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,A,"A PELO CORTO",https://www.enci.it/libro-genealogico/razze/pastore-tedesco
PASTORE TEDESCO,166,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,B,"A PELO LUNGO",https://www.enci.it/libro-genealogico/razze/pastore-tedesco
PULI,055,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,A,"BIANCO",https://www.enci.it/libro-genealogico/razze/puli
PULI,055,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,B,"ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/puli
PUMI,056,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/pumi
PINSCHER,184,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,,,https://www.enci.it/libro-genealogico/razze/pinscher
PINSCHER AUSTRIACO A PELO CORTO,064,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,,,https://www.enci.it/libro-genealogico/razze/pinscher-austriaco-a-pelo-corto
PERRO DOGO MALLORQUIN,249,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/perro-dogo-mallorquin
PRESA CANARIO,346,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/presa-canario
PARSON RUSSELL TERRIER,339,3,TERRIER,1,TERRIER DI TAGLIA GRANDE E MEDIA,,,https://www.enci.it/libro-genealogico/razze/parson-russell-terrier
PERRO SIN PELO DEL PERU',310,5,CANI TIPO SPITZ E TIPO PRIMITIVO,6,TIPO PRIMITIVO,A,"GRANDE",https://www.enci.it/libro-genealogico/razze/perro-sin-pelo-del-peru
PERRO SIN PELO DEL PERU',310,5,CANI TIPO SPITZ E TIPO PRIMITIVO,6,TIPO PRIMITIVO,B,"MEDIO",https://www.enci.it/libro-genealogico/razze/perro-sin-pelo-del-peru
PERRO SIN PELO DEL PERU',310,5,CANI TIPO SPITZ E TIPO PRIMITIVO,6,TIPO PRIMITIVO,C,"PICCOLO",https://www.enci.it/libro-genealogico/razze/perro-sin-pelo-del-peru
PHARAON HOUND,248,5,CANI TIPO SPITZ E TIPO PRIMITIVO,6,TIPO PRIMITIVO,,,https://www.enci.it/libro-genealogico/razze/pharaon-hound
PODENCO CANARIO,329,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/podenco-canario
PODENCO IBICENCO,089,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,A,"A PELO DURO",https://www.enci.it/libro-genealogico/razze/podenco-ibicenco
PODENCO IBICENCO,089,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,B,"A PELO CORTO",https://www.enci.it/libro-genealogico/razze/podenco-ibicenco
PODENGO PORTUGUES,094,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,AA,"A PELO DURO GRANDE",https://www.enci.it/libro-genealogico/razze/podengo-portugues
PODENGO PORTUGUES,094,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,AB,"A PELO DURO MEDIO",https://www.enci.it/libro-genealogico/razze/podengo-portugues
PODENGO PORTUGUES,094,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,AC,"A PELO DURO PICCOLO",https://www.enci.it/libro-genealogico/razze/podengo-portugues
PODENGO PORTUGUES,094,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,BA,"A PELO LISCIO GRANDE",https://www.enci.it/libro-genealogico/razze/podengo-portugues
PODENGO PORTUGUES,094,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,BB,"A PELO LISCIO MEDIO",https://www.enci.it/libro-genealogico/razze/podengo-portugues
PODENGO PORTUGUES,094,5,CANI TIPO SPITZ E TIPO PRIMITIVO,7,TIPO PRIMITIVO DA CACCIA,BC,"A PELO LISCIO PICCOLO",https://www.enci.it/libro-genealogico/razze/podengo-portugues
PETIT BASSET GRIFFON VENDEEN,067,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/petit-basset-griffon-vendeen
PETIT BLEU DE GASCOGNE,031,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/petit-bleu-de-gascogne
PICCOLO SEGUGIO DELLA SVIZZERA,060,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,AA,"DEL BERNESE A PELO LISCIO",https://www.enci.it/libro-genealogico/razze/piccolo-segugio-della-svizzera
PICCOLO SEGUGIO DELLA SVIZZERA,060,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,AB,"DEL BERNESE A PELO DURO",https://www.enci.it/libro-genealogico/razze/piccolo-segugio-della-svizzera
PICCOLO SEGUGIO DELLA SVIZZERA,060,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,B,"DEL GIURA",https://www.enci.it/libro-genealogico/razze/piccolo-segugio-della-svizzera
PICCOLO SEGUGIO DELLA SVIZZERA,060,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,C,"DEL LUCERNESE",https://www.enci.it/libro-genealogico/razze/piccolo-segugio-della-svizzera
PICCOLO SEGUGIO DELLA SVIZZERA,060,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,D,"SVIZZERO",https://www.enci.it/libro-genealogico/razze/piccolo-segugio-della-svizzera
POITEVIN,024,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/poitevin
PORCELAINE,030,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/porcelaine
PICCOLO MUENSTERLANDER,102,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/piccolo-muensterlander
PUDEL POINTER,216,7,CANI DA FERMA,1,CANI DA FERMA CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/pudel-pointer
POINTER INGLESE,001,7,CANI DA FERMA,2,CANI DA FERMA BRITANNICI,,,https://www.enci.it/libro-genealogico/razze/pointer-inglese
PERRO DE AGUA ESPANOL,336,8,CANI DA RIPORTO CANI DA CERCA CANI DA ACQUA,3,CANI DA ACQUA,,,https://www.enci.it/libro-genealogico/razze/perro-de-agua-espanol
PICCOLO CANE LEONE,233,9,CANI DA COMPAGNIA,1,BICHONS E AFFINI,,,https://www.enci.it/libro-genealogico/razze/piccolo-cane-leone
PICCOLO BRABANTINO,082,9,CANI DA COMPAGNIA,3,CANI BELGI DI PICCOLA TAGLIA,,,https://www.enci.it/libro-genealogico/razze/piccolo-brabantino
PECHINESE,207,9,CANI DA COMPAGNIA,8,EPAGNEUL GIAPPONESI E PECHINESI,,,https://www.enci.it/libro-genealogico/razze/pechinese
PRAZSKY KRYSARIK,363,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,,,https://www.enci.it/libro-genealogico/razze/prazsky-krysarik
PICCOLO LEVRIERO ITALIANO,200,10,LEVRIERI,3,LEVRIERI A PELO CORTO,,,https://www.enci.it/libro-genealogico/razze/piccolo-levriero-italiano
ROMANIAN CARPATHIAN SHEPERD DOG,350,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/romanian-carpathian-sheperd-dog
ROMANIAN MIORITIC SHEPERD DOG,349,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/romanian-mioritic-sheperd-dog
RIESENSCHNAUZER,181,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,A,"PEPE SALE",https://www.enci.it/libro-genealogico/razze/riesenschnauzer
RIESENSCHNAUZER,181,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,B,"NERO",https://www.enci.it/libro-genealogico/razze/riesenschnauzer
RIESENSCHNAUZER,181,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,C,"NERO E ARGENTO",https://www.enci.it/libro-genealogico/razze/riesenschnauzer
RAFEIRO DO ALENTEJO,096,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/rafeiro-do-alentejo
ROTTWEILER,147,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/rottweiler
RASTREADOR BRASILEIRO,275,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/rastreador-brasileiro
RHODESIAN RIDGEBACK,146,6,SEGUGI E CANI PER PISTA DI SANGUE,3,RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/rhodesian-ridgeback
RUSSIAN TOY,352,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,A,"PELO CORTO",https://www.enci.it/libro-genealogico/razze/russian-toy
RUSSIAN TOY,352,9,CANI DA COMPAGNIA,9,SPANIEL NANI CONTINENTALI,B,"PELO LUNGO",https://www.enci.it/libro-genealogico/razze/russian-toy
SCHAPENDOES,313,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/schapendoes
SCHIPPERKE,083,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,A,"DA 3 A 5 KG.",https://www.enci.it/libro-genealogico/razze/schipperke
SCHIPPERKE,083,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,B,"DA 5 A 8 KG",https://www.enci.it/libro-genealogico/razze/schipperke
SLOVENSKY CUVAC,142,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/slovensky-cuvac
SPINO DEGLI IBLEI,906,1,CANI DA PASTORE E BOVARI (ESCLUSI BOVARI SVIZZERI),1,CANI DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/spino-degli-iblei
SCHNAUZER MEDIO,182,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,A,"PEPE SALE",https://www.enci.it/libro-genealogico/razze/schnauzer-medio
SCHNAUZER MEDIO,182,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,B,"NERO",https://www.enci.it/libro-genealogico/razze/schnauzer-medio
SMOUSHOUND OLANDESE,308,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,1,TIPO PINSCHER E SCHNAUZER,,,https://www.enci.it/libro-genealogico/razze/smoushound-olandese
SHAR PEI,309,2,CANI DI TIPO PINSCHER E SCHNAUZER- MOLOSSOIDI E CANI BOVARI SVIZZERI,2,MOLOSSOIDI,,,https://www.enci.it/libro-genealogico/razze/shar-pei
SCOTTISH TERRIER,073,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/scottish-terrier
SEALYHAM TERRIER,074,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/sealyham-terrier
SKYE TERRIER,075,3,TERRIER,2,TERRIER DI PICCOLA TAGLIA (GAMBA CORTA),,,https://www.enci.it/libro-genealogico/razze/skye-terrier
STAFFORDSHIRE BULL TERRIER,076,3,TERRIER,3,TERRIER DI TIPO BULL (GAMBA LUNGA),,,https://www.enci.it/libro-genealogico/razze/staffordshire-bull-terrier
SAMOIEDO,212,5,CANI TIPO SPITZ E TIPO PRIMITIVO,1,CANI NORDICI DA SLITTA,,,https://www.enci.it/libro-genealogico/razze/samoiedo
SIBERIAN HUSKY,270,5,CANI TIPO SPITZ E TIPO PRIMITIVO,1,CANI NORDICI DA SLITTA,,,https://www.enci.it/libro-genealogico/razze/siberian-husky
SPITZ FINNICO,049,5,CANI TIPO SPITZ E TIPO PRIMITIVO,2,CANI NORDICI DA CACCIA,,,https://www.enci.it/libro-genealogico/razze/spitz-finnico
SVENSK LAPPHUND,135,5,CANI TIPO SPITZ E TIPO PRIMITIVO,3,CANI NORDICI DA GUARDIA E DA PASTORE,,,https://www.enci.it/libro-genealogico/razze/svensk-lapphund
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,A,"WOLFSPITZ",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,GA,"GRANDE BIANCO",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,GB,"GRANDE NERO O MARRONE",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,MA,"MEDIO BIANCO",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,MB,"MEDIO NERO O MARRONE",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,MC,"MEDIO ARANCIO, GRIGIO O ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,N,"NANO DI TUTTI I COLORI",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,PA,"PICCOLO BIANCO",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,PB,"PICCOLO NERO O MARRONE",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SPITZ TEDESCHI,097,5,CANI TIPO SPITZ E TIPO PRIMITIVO,4,SPITZ EUROPEI,PC,"PICCOLO ARANCIO, GRIGIO O ALTRI COLORI",https://www.enci.it/libro-genealogico/razze/spitz-tedeschi
SHIBA,257,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/shiba
SHIKOKU,319,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/shikoku
SPITZ GIAPPONESE,262,5,CANI TIPO SPITZ E TIPO PRIMITIVO,5,SPITZ ASIATICI E RAZZE AFFINI,,,https://www.enci.it/libro-genealogico/razze/spitz-giapponese
SABUESO ESPAGNOL,204,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/sabueso-espagnol
SCHILLER STOVARE,131,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/schiller-stovare
SEGUGI SVIZZERI,059,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,A,"DEL BERNESE",https://www.enci.it/libro-genealogico/razze/segugi-svizzeri
SEGUGI SVIZZERI,059,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,B,"DEL GIURA",https://www.enci.it/libro-genealogico/razze/segugi-svizzeri
SEGUGI SVIZZERI,059,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,C,"DEL LUCERNESE",https://www.enci.it/libro-genealogico/razze/segugi-svizzeri
SEGUGI SVIZZERI,059,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,D,"SVIZZERO",https://www.enci.it/libro-genealogico/razze/segugi-svizzeri
SEGUGIO AUSTRIACO NERO FOCATO,063,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-austriaco-nero-focato
SEGUGIO DELLA BOSNIA A PELO DURO,155,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-della-bosnia-a-pelo-duro
SEGUGIO DELLA STIRIA A PELO RUVIDO,062,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-della-stiria-a-pelo-ruvido
SEGUGIO DELLA TRANSILVANIA,241,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-della-transilvania
SEGUGIO DELLA WESTFALIA,100,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-della-westfalia
SEGUGIO DELL'APPENNINO,901,6,SEGUGI E CANI PER PISTA DI SANGUE,2,SEGUGI E CANI PER PISTA DI SANGUE,A,"A PELO FORTE",https://www.enci.it/libro-genealogico/razze/segugio-dell-appennino
SEGUGIO DELL'APPENNINO,901,6,SEGUGI E CANI PER PISTA DI SANGUE,2,SEGUGI E CANI PER PISTA DI SANGUE,B,"A PELO RASO",https://www.enci.it/libro-genealogico/razze/segugio-dell-appennino
SEGUGIO DELL'ISTRIA A PELO DURO,152,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-dell-istria-a-pelo-duro
SEGUGIO DELL'ISTRIA A PELO RASO,151,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-dell-istria-a-pelo-raso
SEGUGIO ELLENICO,214,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-ellenico
SEGUGIO FINLANDESE,051,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-finlandese
SEGUGIO ITALIANO A PELO FORTE,198,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-italiano-a-pelo-forte
SEGUGIO ITALIANO A PELO RASO,337,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-italiano-a-pelo-raso
SEGUGIO MAREMMANO,361,6,SEGUGI E CANI PER PISTA DI SANGUE,2,SEGUGI E CANI PER PISTA DI SANGUE,A,"A PELO FORTE",https://www.enci.it/libro-genealogico/razze/segugio-maremmano
SEGUGIO MAREMMANO,361,6,SEGUGI E CANI PER PISTA DI SANGUE,2,SEGUGI E CANI PER PISTA DI SANGUE,B,"A PELO RASO",https://www.enci.it/libro-genealogico/razze/segugio-maremmano
SEGUGIO YUGOSLAVO DA MONTAGNA,279,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-yugoslavo-da-montagna
SEGUGIO POLACCO,052,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-polacco
SEGUGIO POSAVATZ,154,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-posavatz
SEGUGIO SERBO,150,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-serbo
SEGUGIO TRICOLORE JUGOSLAVO,229,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-tricolore-jugoslavo
SEGUGIO TEDESCO,299,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-tedesco
SEGUGIO TIROLESE,068,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/segugio-tirolese
SLOVENSKY KOPOV,244,6,SEGUGI E CANI PER PISTA DI SANGUE,1,CANI DA SEGUITA,,,https://www.enci.it/libro-genealogico/razze/slovensky-kopov
